dataset/algo,abalone,anneal,arrhythmia,audiology,autos,balance-scale,baseball,braziltourism,breast-cancer,breast-w,bridges_version1,bridges_version2,car,cmc,colic,colic.ORIG,credit-a,credit-g,cylinder-bands,dermatology,diabetes,ecoli,glass,haberman,hayes-roth_test,hayes-roth_train,heart-c,heart-h,heart-statlog,hepatitis,hypothyroid,ionosphere,iris,kr-vs-kp,kropt,labor,letter,liver-disorders,lung-cancer,lymph,molecular-biology_promoters,monks-problems-1_test,monks-problems-1_train,monks-problems-2_test,monks-problems-2_train,monks-problems-3_test,monks-problems-3_train,mushroom,nursery,optdigits,page-blocks,pendigits,postoperative-patient-data,primary-tumor,satimage,segment,shuttle-landing-control,sick,solar-flare_1,solar-flare_2,sonar,soybean,spambase,spectf_test,spectf_train,spect_test,spect_train,splice,tae,tic-tac-toe,vehicle,vote,vowel,waveform-5000,yeast,zoo
SMO-C-60-Polynomial-E-1.0,0.261762,0.994432,0.657501,0.818584,0.770732,0.915733,0.942537,0.76699,0.687479,0.968458,0.67619,0.695238,0.938492,0.500533,0.803183,0.735507,0.850725,0.756,0.831481,0.95082,0.777654,0.860261,0.658211,0.715686,0.513605,0.674964,0.844885,0.826045,0.844268,0.83871,0.958099,0.886447,0.96,0.969397,0.422239,0.842105,0.853681,0.695238,0.40625,0.817568,0.933962,0.75,0.83871,0.671296,0.580163,1,0.934426,1,0.930585,0.981139,0.95734,0.981138,0.677778,0.396123,0.870801,0.954566,0.371428,0.969777,0.716202,0.7477,0.754808,0.923865,0.930471,0.796424,0.7125,0.856888,0.636905,0.932303,0.555345,0.983299,0.806203,0.965517,0.930832,0.863705,0.583558,0.960396
SMO-C-70-Polynomial-E-1.0,0.26197,0.994432,0.657501,0.818584,0.760976,0.9168,0.942537,0.76699,0.687479,0.968526,0.67619,0.695238,0.939043,0.501568,0.806806,0.735507,0.849275,0.756,0.831481,0.95082,0.77815,0.860119,0.663551,0.715686,0.511905,0.65404,0.844885,0.827178,0.844444,0.832872,0.960069,0.885497,0.96,0.96956,0.422239,0.842105,0.854045,0.697723,0.40625,0.817568,0.933962,0.75,0.83871,0.671296,0.586128,1,0.934426,1,0.930536,0.980876,0.958176,0.980735,0.677778,0.396123,0.870544,0.955473,0.371428,0.969928,0.716644,0.748218,0.754808,0.923865,0.930957,0.791468,0.7,0.866565,0.6375,0.932303,0.556291,0.983299,0.804064,0.965517,0.925252,0.863562,0.584072,0.960396
SMO-C-80-Polynomial-E-1.0,0.262401,0.994432,0.657501,0.818584,0.765854,0.916114,0.942537,0.76699,0.68648,0.968526,0.67619,0.695238,0.938795,0.501762,0.806677,0.735507,0.850725,0.755952,0.831481,0.95082,0.778274,0.858135,0.654429,0.715686,0.537415,0.660895,0.844728,0.827664,0.843915,0.832258,0.961559,0.885904,0.96,0.96892,0.422239,0.842105,0.85451,0.698413,0.40625,0.817568,0.933962,0.75,0.83871,0.671296,0.586095,1,0.934426,1,0.930475,0.980783,0.958158,0.980665,0.677778,0.394999,0.870685,0.956112,0.371428,0.969108,0.716644,0.747789,0.764423,0.923865,0.930264,0.795539,0.7,0.867583,0.625,0.932303,0.556606,0.983299,0.806316,0.965517,0.929293,0.863419,0.583333,0.960396
SMO-C-90-Polynomial-E-1.0,0.261922,0.994432,0.657501,0.818584,0.765854,0.916114,0.942537,0.767568,0.687479,0.968526,0.67619,0.695238,0.938961,0.501891,0.805642,0.735507,0.850725,0.756095,0.831481,0.95082,0.778584,0.857993,0.649978,0.715686,0.508503,0.671717,0.844885,0.825883,0.842504,0.825806,0.962808,0.88604,0.96,0.969545,0.422239,0.842105,0.854019,0.701035,0.40625,0.824324,0.933962,0.75,0.839094,0.671296,0.581291,1,0.934426,1,0.930347,0.980783,0.958889,0.980834,0.677778,0.396123,0.869829,0.956277,0.371428,0.969626,0.716939,0.748146,0.769231,0.923865,0.930771,0.787042,0.7,0.858926,0.625,0.932303,0.555976,0.983299,0.805246,0.965517,0.927273,0.863371,0.583012,0.960396
MultilayerPerceptron-L-0.01..0.1,0.273045,0.989005,0.674884,0.79028,0.764073,0.89379,0.914997,0.740848,0.692752,0.96042,0.712472,0.707332,0.991439,0.533691,0.824189,0.761473,0.845112,0.729952,0.807912,0.963657,0.766472,0.835742,0.643451,0.73462,0.50527,0.669673,0.836084,0.817533,0.79806,0.82845,0.947125,0.903315,0.963281,0.993926,0.643114,0.879142,0.833232,0.672786,0.423387,0.839661,0.923742,1,0.936764,1,0.970978,1,0.882384,1,0.976363,0.982961,0.956792,0.94697,0.594885,0.438732,0.780241,0.958648,0.534392,0.970308,0.696693,0.737514,0.804945,0.938507,0.921956,0.798586,0.74375,0.893652,0.686475,0.766595,0.548723,0.974766,0.814909,0.947747,0.861873,0.844778,0.596254,0.933993
MultilayerPerceptron-L-0.1..0.35,0.267061,0.99009,0.667042,0.829869,0.781152,0.914651,0.906716,0.694785,0.676253,0.954457,0.702113,0.708369,0.989162,0.5212,0.82017,0.668931,0.836215,0.725953,0.546975,0.961248,0.754315,0.856491,0.679962,0.708222,0.43261,0.702125,0.827204,0.812925,0.80051,0.806258,0.945641,0.912153,0.96714,0.993072,0.638242,0.857884,0.830956,0.697556,0.417665,0.836159,0.930368,0.986125,0.974985,0.984127,0.979149,1,0.874171,0.999999,0.989456,0.980882,0.962962,0.946964,0.563774,0.404709,0.879705,0.961613,0.466667,0.969751,0.687251,0.730236,0.811903,0.935761,0.911618,0.776329,0.720407,0.879902,0.683824,0.516019,0.541312,0.972403,0.819663,0.947455,0.925962,0.836419,0.592306,0.95981
MultilayerPerceptron-L-0.35..0.5,0.2649,0.98677,0.474452,0.830805,0.780953,0.91421,0.914997,0.687355,0.677739,0.952177,0.698186,0.693651,0.99555,0.520237,0.815929,0.632754,0.835956,0.731357,0.451852,0.963896,0.753596,0.851049,0.682688,0.700669,0.413265,0.718958,0.810388,0.800859,0.799118,0.81133,0.943576,0.914191,0.968413,0.992953,0.628282,0.851712,0.818865,0.696688,0.413872,0.837516,0.92363,1,0.994624,1,1,1,0.883685,1,0.998113,0.983465,0.961912,0.944282,0.57381,0.398792,0.780241,0.963368,0.466667,0.968376,0.688707,0.726816,0.819254,0.937007,0.900345,0.783148,0.721341,0.883397,0.67,0.766595,0.519079,0.971071,0.815574,0.948659,0.933213,0.834819,0.585163,0.959453
MultilayerPerceptron-L-0.5..0.75,0.258512,0.987167,0.202065,0.828698,0.777584,0.913143,0.914997,0.702728,0.674575,0.950508,0.706576,0.694558,0.995109,0.516148,0.806418,0.628513,0.840269,0.732476,0.69366,0.965327,0.749876,0.842829,0.676903,0.702694,0.430272,0.732323,0.806891,0.80839,0.790786,0.800153,0.939102,0.916226,0.968095,0.993109,0.621939,0.8467,0.811088,0.693375,0.393601,0.835264,0.920485,1,0.999607,1,1,1,0.881538,1,0.99738,0.983215,0.959594,0.944271,0.580688,0.399073,0.897667,0.961462,0.466667,0.951068,0.683547,0.729384,0.822917,0.935439,0.884178,0.77766,0.734524,0.881334,0.680313,0.766595,0.532639,0.972338,0.807047,0.948604,0.935041,0.831657,0.576295,0.95851
MultilayerPerceptron-L-0.75..1,0.254164,0.986823,0.106985,0.821534,0.775958,0.911886,0.914997,0.702785,0.679487,0.953573,0.508844,0.558276,0.995866,0.51159,0.806806,0.628817,0.841926,0.733881,0.501851,0.965847,0.748915,0.837727,0.665554,0.706194,0.391986,0.733555,0.822096,0.803571,0.808289,0.799843,0.938345,0.913038,0.963968,0.992841,0.614868,0.846282,0.805726,0.684196,0.389881,0.83816,0.922687,1,0.999616,1,1,1,0.890044,1,0.995049,0.983482,0.959798,0.945482,0.589418,0.391137,0.888958,0.960462,0.466667,0.942837,0.676323,0.725967,0.815247,0.936415,0.881077,0.780227,0.745066,0.879425,0.673077,0.766595,0.537685,0.971103,0.806991,0.945758,0.939995,0.831662,0.57556,0.957803
AdaBoostM1-I-10-ConjunctiveRule,0.210199,0.800668,0.550885,0.464602,0.44878,0.7376,0.906716,0.76699,0.688811,0.942775,0.571429,0.571429,0.700231,0.42702,0.820652,0.836957,0.85942,0.707,0.687037,0.502732,0.757812,0.645833,0.443925,0.761438,0.5,0.424242,0.841584,0.795918,0.784493,0.787097,0.969777,0.88604,0.946667,0.93836,0.20124,0.842105,0.0703,0.64058,0.4375,0.743243,0.896226,0.75,0.701613,0.671296,0.573964,0.965278,0.92623,0.968858,0.6625,0.198754,0.929655,0.204057,0.711111,0.289086,0.436236,0.285714,0.533333,0.978526,0.473684,0.534709,0.740385,0.262079,0.903717,0.780669,0.7625,0.919786,0.675,0.856426,0.317881,0.7119,0.410165,0.956322,0.170707,0.7048,0.406334,0.594059
AdaBoostM1-I-10-DecisionStump,0.209959,0.836303,0.555813,0.464602,0.44878,0.722764,0.906716,0.771845,0.70391,0.948693,0.571429,0.571429,0.700231,0.42702,0.813365,0.829545,0.846443,0.695864,0.725253,0.502732,0.743253,0.645833,0.448598,0.734997,0.61039,0.429752,0.822232,0.780922,0.80101,0.82434,0.931914,0.908573,0.953939,0.93836,0.18873,0.876396,0.0709,0.662188,0.5,0.743857,0.858491,0.75,0.725806,0.671296,0.514793,0.972222,0.92623,0.961976,0.6625,0.197493,0.931299,0.203781,0.7,0.289086,0.780241,0.285694,0.666667,0.971874,0.467492,0.534709,0.716127,0.279649,0.900684,0.828996,0.775,0.919786,0.7375,0.866942,0.377483,0.725944,0.399312,0.953814,0.173875,0.667018,0.407008,0.60396
AdaBoostM1-I-10-DecisionTable,0.25808,0.991091,0.692478,0.778761,0.804878,0.7712,0.914925,0.76699,0.692308,0.961373,0.6,0.561905,0.960648,0.549898,0.76087,0.804348,0.847826,0.703,0.831481,0.909836,0.733073,0.824405,0.691589,0.728758,0.464286,0.621212,0.808581,0.79932,0.784493,0.806452,0.98701,0.905983,0.94,0.992491,0.543021,0.842105,0.8476,0.576812,0.5,0.810811,0.839623,1,0.975806,0.678241,0.621302,1,0.885246,1,0.992515,0.896085,0.957976,0.918304,0.588889,0.40708,0.856921,0.965801,0.533333,0.977996,0.681115,0.730769,0.759615,0.893119,0.934362,0.817844,0.675,0.887701,0.7,0.91442,0.470199,0.894572,0.658392,0.947126,0.861616,0.8156,0.549191,0.950495
AdaBoostM1-I-10-HyperPipes,0.051085,0.974282,0.623783,0.669616,0.635075,0.4608,0.92914,0.770573,0.700466,0.904694,0.524717,0.519274,0.700231,0.426729,0.617391,0.703287,0.445687,0.699524,0.79321,0.932735,0.656188,0.726049,0.540053,0.730003,0.496599,0.613636,0.572686,0.655389,0.584629,0.719508,0.933343,0.358974,0.906349,0.541203,0.099658,0.893902,0.231942,0.45107,0.508929,0.616367,0.752471,0.75,0.733871,0.671296,0.621302,0.472222,0.508197,0.997649,0.624383,0.355855,0.91495,0.165952,0.701058,0.247788,0.498948,0.757679,0.704762,0.938633,0.683621,0.608371,0.639881,0.850031,0.652798,0.816428,0.772619,0.755029,0.64881,0.471503,0.403974,0.346555,0.329717,0.613793,0.364358,0.472419,0.332627,0.93918
AdaBoostM1-I-10-IB1,0.202492,0.98897,0.502911,0.761273,0.766586,0.724724,0.907427,0.655109,0.657343,0.952721,0.629478,0.541043,0.773203,0.4416,0.807971,0.631858,0.802208,0.671714,0.735185,0.91504,0.663318,0.788974,0.691366,0.662932,0.460884,0.762626,0.721122,0.772288,0.74963,0.797235,0.901365,0.872066,0.952381,0.936796,0.38847,0.85213,0.668059,0.631739,0.372024,0.822716,0.78841,0.787809,0.721966,0.521164,0.511693,0.871583,0.776797,1,0.824609,0.980506,0.956992,0.991433,0.561376,0.336529,0.890218,0.967903,0.571428,0.958113,0.66593,0.688868,0.852793,0.903001,0.901584,0.694636,0.646429,0.878533,0.557738,0.768518,0.638915,0.845389,0.690071,0.925561,0.990909,0.709371,0.511359,0.969826
AdaBoostM1-I-10-IBk,0.205411,0.991091,0.528761,0.778761,0.760976,0.8656,0.919403,0.660194,0.685315,0.949928,0.638095,0.628571,0.935185,0.441955,0.8125,0.63587,0.811594,0.72,0.744444,0.945355,0.701823,0.803571,0.705607,0.660131,0.464286,0.69697,0.762376,0.768707,0.751852,0.806452,0.915164,0.863248,0.953333,0.962766,0.730539,0.824561,0.9606,0.628986,0.375,0.824324,0.820755,0.99537,0.766129,0.592593,0.56213,0.988426,0.795082,1,0.983796,0.986121,0.959803,0.993632,0.6,0.374631,0.904821,0.971429,0.6,0.961824,0.671827,0.728893,0.865385,0.910688,0.907629,0.717472,0.675,0.871658,0.6125,0.746708,0.629139,0.989562,0.698582,0.924138,0.992929,0.7362,0.522911,0.960396
AdaBoostM1-I-10-J48,0.217381,0.995546,0.705752,0.849558,0.863415,0.7888,0.852239,0.708738,0.695804,0.957082,0.533333,0.457143,0.961227,0.507807,0.834239,0.663043,0.842029,0.696,0.577778,0.956284,0.723958,0.8125,0.742991,0.702614,0.785714,0.810606,0.821782,0.785714,0.803704,0.858065,0.995758,0.931624,0.933333,0.994994,0.612668,0.894737,0.95535,0.715942,0.5625,0.810811,0.886792,1,0.943548,0.601852,0.556213,1,0.893443,1,0.995062,0.973132,0.970217,0.989629,0.588889,0.40118,0.907932,0.984848,0.6,0.991782,0.712074,0.731707,0.778846,0.928258,0.95088,0.773234,0.7625,0.877005,0.6625,0.931661,0.688742,0.958246,0.762411,0.958621,0.933333,0.8048,0.564016,0.950495
AdaBoostM1-I-10-JRip,0.190328,0.996659,0.714602,0.814159,0.819512,0.8448,0.925373,0.718447,0.723776,0.964235,0.638095,0.647619,0.949653,0.5241,0.842391,0.828804,0.856522,0.726,0.774074,0.953552,0.751302,0.830882,0.700935,0.712418,0.678571,0.810606,0.785479,0.785714,0.788889,0.832258,0.992842,0.931624,0.926667,0.998123,0.422239,0.824561,0.668059,0.727536,0.40625,0.864865,0.886792,0.9375,0.895161,0.694444,0.633136,0.986111,0.893443,1,0.992901,0.973665,0.9704,0.988992,0.688889,0.39233,0.895334,0.978355,0.666667,0.987805,0.712074,0.709193,0.8125,0.941435,0.937405,0.825279,0.8,0.860963,0.725,0.953605,0.496689,0.987474,0.747045,0.954023,0.892929,0.820743,0.587601,0.950495
AdaBoostM1-I-10-LMT,0.222301,0.995705,0.693953,0.851217,0.788522,0.924211,0.914997,0.689898,0.66367,0.960147,0.722449,0.686168,0.98847,0.494326,0.813018,0.802899,0.842334,0.730905,0.806276,0.958106,0.717882,0.837868,0.749221,0.671024,0.501701,0.80267,0.801037,0.794029,0.789445,0.841782,0.995632,0.929725,0.94381,0.996715,0.422239,0.885088,0.668059,0.686542,0.501488,0.842664,0.9115,0.998016,0.923195,0.693342,0.607777,0.997134,0.898907,0.999945,0.997454,0.774011,0.970689,0.807359,0.561376,0.381121,0.899156,0.979883,0.530159,0.990797,0.697184,0.737023,0.807463,0.939239,0.949141,0.808285,0.757738,0.905016,0.669643,0.766595,0.650268,0.833126,0.821513,0.956541,0.968879,0.830505,0.576595,0.931164
AdaBoostM1-I-10-Logistic,0.271008,0.991091,0.548673,0.792035,0.712195,0.896,0.940298,0.754854,0.688811,0.965665,0.6,0.590476,0.931134,0.511881,0.809783,0.690217,0.852174,0.752,0.787037,0.969945,0.772135,0.866071,0.640187,0.74183,0.535714,0.545455,0.844885,0.846939,0.784493,0.832258,0.968452,0.883191,0.953333,0.97622,0.406651,0.929825,0.773,0.684058,0.4375,0.736486,0.867925,0.743056,0.741935,0.641204,0.556213,1,0.918033,1,0.925077,0.947153,0.964553,0.955513,0.6,0.439528,0.861897,0.958009,0.4,0.967656,0.718266,0.749531,0.730769,0.939971,0.924147,0.810409,0.65,0.871658,0.625,0.920988,0.549669,0.969729,0.799054,0.96092,0.818182,0.866,0.586253,0.861386
AdaBoostM1-I-10-LWL,0.226478,0.981069,0.59292,0.49115,0.619512,0.664,0.929105,0.764563,0.688811,0.955651,0.571429,0.609524,0.739005,0.4759,0.804348,0.834239,0.86087,0.708,0.75,0.969945,0.74349,0.85119,0.453271,0.718954,0.428571,0.780303,0.785479,0.802721,0.737037,0.806452,0.96368,0.917379,0.926667,0.956195,0.264115,0.912281,0.668059,0.669565,0.46875,0.810811,0.726415,0.75,0.903226,0.622685,0.573964,1,0.893443,0.999877,0.886883,0.774011,0.933857,0.807359,0.622222,0.40708,0.780241,0.867532,0.666667,0.972959,0.724458,0.745779,0.798077,0.828697,0.87828,0.814126,0.8125,0.86631,0.675,0.922257,0.529801,0.885177,0.466903,0.951724,0.376768,0.704,0.407008,0.940594
AdaBoostM1-I-10-MultilayerPerceptron,0.262389,0.988864,0.676991,0.831858,0.795122,0.9264,0.914997,0.696602,0.702797,0.949928,0.695238,0.714286,0.99537,0.544467,0.809783,0.644022,0.842029,0.715,0.69366,0.961749,0.752604,0.842262,0.714953,0.683007,0.428571,0.765152,0.775578,0.802721,0.784493,0.793548,0.946182,0.911681,0.966667,0.993429,0.681494,0.859649,0.88345,0.718841,0.40625,0.844595,0.933962,1,0.983871,1,1,1,0.893443,1,0.999691,0.982562,0.962178,0.949964,0.577778,0.430678,0.900778,0.960606,0.466667,0.972694,0.696594,0.727955,0.836538,0.934114,0.914366,0.784387,0.7125,0.882353,0.7,0.766595,0.549669,0.973904,0.845154,0.944828,0.962626,0.8336,0.59434,0.960396
AdaBoostM1-I-10-NaiveBayes,0.238449,0.937639,0.628319,0.778761,0.565854,0.9104,0.897761,0.706311,0.646853,0.955651,0.666667,0.647619,0.90162,0.507807,0.782609,0.668478,0.815942,0.753,0.77037,0.964481,0.761719,0.854167,0.490654,0.751634,0.714286,0.765152,0.841584,0.863946,0.825926,0.858065,0.95281,0.920228,0.933333,0.949625,0.360137,0.859649,0.64115,0.672464,0.4375,0.804054,0.915094,0.738426,0.774194,0.664352,0.568047,1,0.934426,1,0.91821,0.913345,0.90846,0.857533,0.633333,0.501475,0.795645,0.802164,0.8,0.937964,0.659443,0.743902,0.807692,0.928258,0.792871,0.665428,0.7,0.914438,0.7125,0.937304,0.543046,0.833126,0.447991,0.951724,0.812121,0.8,0.576146,0.970297
AdaBoostM1-I-10-NaiveBayesUpdateable,0.238449,0.937639,0.628319,0.778761,0.565854,0.9104,0.897761,0.706311,0.646853,0.955651,0.666667,0.647619,0.90162,0.507807,0.782609,0.668478,0.815942,0.753,0.77037,0.964481,0.761719,0.854167,0.490654,0.751634,0.714286,0.765152,0.841584,0.863946,0.825926,0.858065,0.95281,0.920228,0.933333,0.949625,0.360137,0.859649,0.64115,0.672464,0.4375,0.804054,0.915094,0.738426,0.774194,0.664352,0.568047,1,0.934426,1,0.91821,0.913345,0.90846,0.857533,0.633333,0.501475,0.795645,0.802164,0.8,0.937964,0.659443,0.743902,0.807692,0.928258,0.792871,0.665428,0.7,0.914438,0.7125,0.937304,0.543046,0.839248,0.447991,0.951724,0.812121,0.8,0.576146,0.970297
AdaBoostM1-I-10-NBTree,0.248983,0.996659,0.670354,0.831858,0.853659,0.7984,0.924851,0.752427,0.688811,0.95422,0.67619,0.628571,0.970486,0.517312,0.815217,0.722826,0.850725,0.735,0.792593,0.959016,0.72526,0.842262,0.724299,0.728758,0.5,0.795455,0.782178,0.806122,0.751852,0.845161,0.995493,0.928775,0.94,0.994055,0.422239,0.894737,0.668059,0.736232,0.4375,0.844595,0.886792,1,0.943548,0.768519,0.64497,1,0.868852,1,0.996836,0.973132,0.969669,0.988992,0.577778,0.460177,0.907776,0.841338,0.8,0.985419,0.69969,0.739212,0.8125,0.939971,0.948707,0.810409,0.775,0.903743,0.7125,0.948276,0.582781,0.960334,0.747045,0.958621,0.938384,0.815,0.568059,0.940594
AdaBoostM1-I-10-NNge,0.232224,0.993796,0.681416,0.717994,0.800232,0.790629,0.933937,0.720527,0.667166,0.964371,0.497506,0.440363,0.957699,0.476837,0.803054,0.692417,0.839475,0.729524,0.732981,0.973458,0.741505,0.853316,0.73587,0.672736,0.457483,0.798341,0.823354,0.816685,0.784493,0.84424,0.986088,0.931624,0.958413,0.991269,0.705254,0.866332,0.957907,0.66363,0.505952,0.804376,0.699011,1,0.9447,0.484458,0.541279,0.999118,0.921816,0.999789,0.983734,0.968526,0.963805,0.987671,0.57037,0.39823,0.9006,0.972232,0.405128,0.978488,0.680673,0.712231,0.746795,0.924005,0.929146,0.800142,0.760119,0.88821,0.690476,0.528527,0.655314,0.931454,0.705017,0.953804,0.955892,0.748509,0.584232,0.945309
AdaBoostM1-I-10-OneR,0.223377,0.849401,0.572013,0.464602,0.661707,0.736229,0.906716,0.760865,0.691475,0.951768,0.152381,0.152381,0.72721,0.448356,0.792702,0.672878,0.807936,0.647619,0.515256,0.482045,0.704427,0.669785,0.573876,0.728291,0.656463,0.686508,0.766557,0.762472,0.752593,0.76129,0.967643,0.880478,0.935873,0.933027,0.247856,0.853509,0.170505,0.615866,0.491071,0.797941,0.5,0.75,0.711981,0.661376,0.536208,0.983686,0.912764,0.996466,0.831118,0.264277,0.945412,0.38535,0.684656,0.265683,0.684144,0.798,0.571428,0.965195,0.565532,0.614447,0.624084,0.40396,0.840345,0.773234,0.692857,0.917494,0.729167,0.243574,0.435509,0.719787,0.511595,0.95665,0.315103,0.679781,0.386824,0.425743
AdaBoostM1-I-10-PART,0.233661,0.993318,0.710177,0.845133,0.82439,0.8208,0.939552,0.696602,0.706294,0.948498,0.666667,0.580952,0.987847,0.488798,0.809783,0.663043,0.833333,0.719,0.583333,0.956284,0.74349,0.848214,0.752336,0.673203,0.642857,0.757576,0.785479,0.795918,0.803704,0.83871,0.996023,0.928775,0.953333,0.996245,0.422239,0.859649,0.95345,0.678261,0.40625,0.797297,0.849057,1,0.991935,0.752315,0.579882,1,0.868852,1,0.999228,0.970819,0.971679,0.989447,0.555556,0.427729,0.904044,0.983117,0.6,0.98913,0.687307,0.728893,0.802885,0.944363,0.956097,0.802974,0.775,0.903743,0.6375,0.940125,0.655629,0.989562,0.765957,0.949425,0.914141,0.8184,0.579515,0.940594
AdaBoostM1-I-10-RandomForest,0.232931,0.993318,0.668142,0.774336,0.848781,0.7808,0.91791,0.701456,0.668449,0.961373,0.552381,0.485714,0.93502,0.499661,0.828933,0.698758,0.853623,0.732,0.755556,0.948087,0.74349,0.854167,0.733645,0.673514,0.392857,0.80303,0.815338,0.768707,0.781482,0.832258,0.992047,0.928775,0.946667,0.988454,0.422239,0.877193,0.96315,0.686957,0.4375,0.810811,0.830189,0.965278,0.846774,0.324074,0.532544,1,0.918033,1,0.987049,0.973665,0.972593,0.991994,0.633333,0.429498,0.916174,0.976623,0.666667,0.984358,0.690402,0.729831,0.822115,0.923029,0.951098,0.810409,0.7625,0.919786,0.6375,0.766595,0.65153,0.931106,0.770686,0.956322,0.959596,0.8412,0.604447,0.891089
AdaBoostM1-I-10-RandomTree,0.191286,0.964365,0.473451,0.663717,0.741463,0.7776,0.904478,0.711165,0.706294,0.947067,0.52381,0.514286,0.729745,0.479973,0.769022,0.67663,0.811594,0.674,0.67963,0.759563,0.669271,0.782738,0.579439,0.689542,0.607143,0.80303,0.726073,0.772109,0.737037,0.774194,0.96474,0.849003,0.906667,0.884543,0.408219,0.824561,0.74785,0.623188,0.5625,0.709459,0.603774,0.872685,0.733871,0.527778,0.508876,0.888889,0.786885,0.999508,0.764892,0.74573,0.96565,0.913574,0.611111,0.380531,0.823017,0.893074,0.533333,0.961294,0.643963,0.730769,0.682692,0.821376,0.923712,0.762082,0.5875,0.919786,0.725,0.587147,0.688742,0.734864,0.643026,0.937931,0.732323,0.6254,0.457547,0.782178
AdaBoostM1-I-10-RBFNetwork,0.233179,0.982183,0.628134,0.778761,0.753078,0.867581,0.922566,0.714979,0.690143,0.952654,0.638549,0.633107,0.935075,0.498303,0.79529,0.766822,0.828088,0.735667,0.780688,0.962399,0.745102,0.826672,0.715176,0.717242,0.522109,0.777056,0.826968,0.820673,0.800556,0.847619,0.956244,0.93488,0.946984,0.937437,0.422239,0.912281,0.668059,0.667357,0.474702,0.81789,0.567386,0.493717,0.504608,0.675044,0.613694,0.513227,0.507026,0.99993,0.954009,0.957454,0.947935,0.807359,0.579365,0.382217,0.839044,0.91845,0.6,0.958011,0.314315,0.348075,0.840888,0.919961,0.882127,0.794654,0.52619,0.919022,0.689881,0.953097,0.476506,0.781617,0.682624,0.953038,0.943579,0.84799,0.572744,0.960867
AdaBoostM1-I-10-REPTree,0.247991,0.989978,0.707965,0.725664,0.634146,0.8176,0.906716,0.76699,0.685315,0.939914,0.419048,0.419048,0.939236,0.529532,0.817935,0.641304,0.818841,0.695,0.67037,0.945355,0.738281,0.83631,0.668224,0.722222,0.571429,0.833333,0.778878,0.795918,0.785185,0.774194,0.995228,0.911681,0.953333,0.993429,0.549369,0.842105,0.91465,0.704348,0.4375,0.783784,0.490566,0.979167,0.774194,0.599537,0.538462,1,0.909836,0.999631,0.992207,0.949822,0.969852,0.977256,0.688889,0.39528,0.887247,0.964935,0.333333,0.98807,0.69969,0.745779,0.788462,0.88287,0.9411,0.791822,0.725,0.893048,0.6875,0.525078,0.5462,0.944676,0.750591,0.954023,0.826263,0.8112,0.580189,0.405941
AdaBoostM1-I-10-Ridor,0.206368,0.937014,0.625451,0.665079,0.668621,0.847247,0.919403,0.717742,0.688811,0.958512,0.5,0.609524,0.989595,0.538357,0.820652,0.826087,0.850725,0.71,0.759259,0.95082,0.742188,0.786097,0.727273,0.72549,0.607143,0.810606,0.80198,0.79932,0.766667,0.780645,0.994709,0.908832,0.946667,0.984668,0.548149,0.894737,0.668059,0.675362,0.53125,0.775843,0.839623,0.791667,0.782258,0.662037,0.60355,0.951389,0.885246,1,0.854873,0.774011,0.949154,0.807359,0.711111,0.371681,0.780241,0.841338,0.6,0.985419,0.636364,0.683385,0.774038,0.755414,0.929363,0.780669,0.65,0.903743,0.7,0.939812,0.582781,0.998956,0.724706,0.956322,0.698827,0.8148,0.542453,0.950495
AdaBoostM1-I-10-SimpleLogistic,0.270529,0.994432,0.699115,0.853982,0.790244,0.8784,0.935075,0.764563,0.751748,0.959943,0.666667,0.657143,0.931713,0.505771,0.820652,0.75,0.849275,0.759,0.774074,0.969945,0.77474,0.872024,0.640187,0.738562,0.535714,0.575758,0.831683,0.85034,0.833333,0.832258,0.966861,0.88604,0.94,0.969024,0.40551,0.894737,0.7741,0.669565,0.5625,0.817568,0.90566,0.75,0.709677,0.657407,0.544379,0.997685,0.934426,0.999631,0.925694,0.967082,0.964553,0.954512,0.711111,0.477876,0.858787,0.951082,0.666667,0.967656,0.696594,0.751407,0.769231,0.934114,0.925886,0.825279,0.7125,0.877005,0.75,0.766595,0.543046,0.833126,0.768322,0.956322,0.817172,0.8696,0.589623,0.920792
